age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,poutcome,y
54,0,1,6,0,0,2,0,7,3,98,4,1,no
33,0,2,6,0,2,0,0,3,1,175,4,1,no
55,9,1,2,0,2,0,1,4,1,215,3,1,no
28,6,2,3,0,0,0,0,3,2,63,5,1,no
34,7,1,3,0,2,2,1,6,3,554,1,1,yes
55,9,1,3,0,0,0,1,6,4,315,1,1,no
27,7,2,6,0,0,0,0,5,0,212,1,1,no
42,9,0,6,0,2,0,0,1,1,57,2,1,no
53,1,1,0,0,0,2,1,4,0,36,5,1,no
26,1,1,2,1,0,0,0,6,2,273,4,1,no
55,4,1,6,0,2,0,0,6,1,126,2,1,no
45,2,1,0,0,1,1,1,7,3,67,5,1,no
33,9,2,6,0,2,0,0,1,2,36,5,1,no
50,9,1,3,0,2,0,0,2,1,229,1,0,yes
30,0,2,6,0,0,0,0,3,3,212,1,2,no
30,9,2,2,0,0,0,0,6,1,63,1,1,yes
28,9,2,5,0,2,0,1,6,0,65,5,1,no
32,9,0,5,0,0,2,0,6,0,168,1,1,no
36,9,1,3,0,2,0,0,7,1,38,1,0,no
48,9,1,6,0,0,0,0,7,3,346,1,1,no
31,1,2,3,0,2,0,1,4,3,113,3,1,no
33,1,2,6,0,2,2,0,6,4,389,4,1,no
44,4,1,2,0,2,0,0,1,3,100,5,1,no
36,2,2,0,0,0,0,0,4,3,185,1,1,no
40,4,1,3,0,2,2,1,6,3,265,2,1,no
30,2,2,6,0,0,0,0,7,2,251,1,1,no
55,5,1,2,0,2,0,0,6,4,267,1,0,no
50,2,1,6,0,0,0,1,4,3,424,2,1,no
55,7,2,3,0,2,0,0,7,0,219,2,0,no
45,1,0,5,1,0,0,0,3,4,176,1,1,no
52,0,0,6,0,0,0,0,7,3,213,1,1,no
41,1,1,2,1,2,2,1,6,4,44,3,1,no
44,11,1,6,0,2,0,0,1,1,263,2,1,no
50,3,2,7,0,2,0,1,6,3,473,1,1,no
44,0,0,6,1,2,2,1,6,3,273,1,1,no
29,9,2,6,0,0,0,0,3,4,259,1,1,no
33,0,1,6,0,2,0,0,7,3,51,1,1,no
30,1,1,3,0,2,2,0,7,0,36,5,1,no
52,1,1,2,1,2,0,1,6,1,317,1,1,no
31,7,1,1,0,0,0,1,6,2,554,2,1,no
40,0,1,3,0,0,0,1,6,1,160,3,1,no
46,1,1,2,1,0,0,1,6,2,346,5,1,yes
43,2,1,0,0,2,0,1,6,2,199,1,1,no
32,0,1,6,0,0,0,0,4,3,554,1,1,no
32,1,2,0,0,2,0,0,6,3,554,2,0,no
34,6,2,6,0,2,0,0,3,4,159,1,1,no
49,9,1,5,1,0,0,0,3,0,394,2,1,no
26,8,2,2,0,2,0,0,0,3,299,1,1,no
49,7,1,3,0,0,0,0,7,3,48,1,0,no
53,7,1,6,0,0,0,1,6,0,45,2,1,no
51,7,1,3,1,2,0,1,4,0,41,5,1,no
27,7,1,6,0,2,0,0,6,3,109,1,1,no
31,0,2,6,0,2,0,0,7,4,228,1,1,no
55,5,1,1,0,2,0,0,1,2,267,1,1,no
55,1,1,0,1,2,2,1,6,0,163,2,1,yes
51,0,1,5,0,2,0,0,3,2,132,1,1,yes
42,10,2,0,1,2,0,1,6,4,51,1,1,no
55,5,1,0,0,2,0,0,1,4,83,3,1,no
30,2,2,6,0,0,0,0,3,2,361,2,1,no
49,4,1,6,0,2,0,0,7,3,37,1,0,no
38,4,1,7,0,0,0,1,6,2,36,5,0,no
47,4,1,6,0,2,0,0,7,4,168,1,1,no
28,6,1,6,0,0,0,0,3,4,86,3,1,no
31,9,2,6,0,2,0,0,6,1,120,2,1,no
55,3,0,7,1,2,0,1,6,3,376,3,1,no
50,0,2,6,0,2,0,0,7,2,222,1,1,no
40,1,1,1,1,2,0,1,6,4,68,3,1,no
36,4,1,6,0,2,0,1,6,4,554,2,1,no
41,7,1,7,0,0,0,1,4,2,139,2,1,yes
40,1,1,2,0,2,0,1,6,0,236,2,1,yes
31,1,1,5,0,2,0,0,3,3,95,1,1,no
47,4,1,6,0,0,0,0,7,1,135,1,1,no
31,0,1,3,0,2,0,1,6,4,160,1,1,no
37,9,2,6,0,2,0,0,4,3,96,1,1,no
40,1,1,0,0,0,0,0,7,3,103,5,1,no
43,7,1,3,1,2,0,1,4,0,139,2,1,no
51,4,1,2,0,2,0,1,3,4,208,2,1,no
55,5,1,2,0,0,0,0,8,4,237,1,1,no
55,3,1,5,0,2,0,0,1,3,98,5,1,no
26,8,2,3,0,0,0,0,1,0,133,1,1,no
37,1,1,1,1,0,0,0,3,4,77,1,1,no
30,1,2,3,0,0,0,0,7,1,94,1,0,no
36,7,1,3,1,2,0,1,6,4,376,2,1,no
30,4,2,6,0,2,0,1,4,4,66,1,1,no
31,7,2,3,0,0,0,1,6,0,76,3,1,no
50,1,1,0,1,2,0,1,6,2,100,5,1,no
33,0,2,6,0,0,0,0,1,4,162,1,1,no
36,9,2,6,0,0,0,0,1,0,148,5,1,no
36,1,1,2,0,0,2,0,7,3,160,3,1,no
55,10,0,6,1,2,0,1,6,0,98,1,1,no
32,1,1,2,0,2,2,0,3,0,396,3,1,no
38,0,1,3,0,2,0,1,6,2,260,5,1,no
36,0,0,6,1,2,0,0,1,1,58,2,1,no
45,10,1,6,0,2,0,0,1,1,211,3,1,no
44,0,2,6,0,0,0,0,1,2,492,1,0,no
36,1,0,3,0,0,0,0,5,1,96,2,0,no
31,0,1,6,0,0,0,0,7,4,554,2,1,no
52,7,1,3,0,0,2,1,4,1,359,5,1,no
40,4,2,6,0,0,0,0,7,2,549,1,1,no
46,1,1,2,0,0,0,0,7,3,281,1,1,no
55,6,1,5,0,2,0,1,6,4,84,2,1,no
35,9,1,5,0,2,2,1,1,2,36,3,1,no
36,0,0,3,0,2,2,1,4,0,354,5,1,no
35,7,2,3,0,2,0,1,6,0,523,1,1,no
33,9,1,6,0,2,0,0,6,1,182,1,1,yes
28,7,1,3,1,2,0,1,6,4,322,2,1,no
43,9,1,2,0,2,0,0,3,2,50,1,1,yes
53,1,1,3,1,0,2,1,6,2,109,1,1,no
36,0,0,6,0,0,2,0,7,2,56,2,1,no
28,0,2,6,0,0,0,0,3,3,36,3,1,no
31,0,2,6,0,0,0,1,6,4,89,2,1,no
32,1,1,2,0,2,0,1,7,3,47,1,1,no
31,0,2,6,0,0,2,0,1,3,358,1,1,no
40,2,1,5,1,2,0,0,0,2,176,1,0,no
29,0,1,6,0,2,0,0,6,1,93,2,1,no
55,4,0,6,0,2,0,1,6,1,56,5,1,no
39,9,0,3,0,2,0,0,6,0,36,5,0,no
46,1,2,5,0,0,0,1,6,4,36,5,1,no
32,9,0,5,0,2,0,0,7,3,250,1,1,no
39,1,1,2,0,0,0,0,1,4,394,1,1,yes
26,1,2,2,0,2,0,1,4,4,507,2,1,no
27,7,2,3,1,0,0,1,6,0,108,2,1,no
40,7,1,3,0,2,0,0,7,2,90,3,2,no
32,9,0,5,0,2,2,1,3,0,99,1,1,no
53,1,2,2,0,2,0,1,4,1,91,3,1,no
43,9,1,5,0,0,0,1,6,0,265,2,1,no
26,0,2,6,0,2,0,0,6,1,365,5,1,no
34,0,2,6,0,2,0,0,1,1,432,1,1,no
32,0,2,6,0,2,0,0,1,1,246,1,1,no
38,1,1,2,0,2,0,1,6,3,276,2,1,no
47,0,1,6,0,0,0,0,1,1,97,1,1,yes
38,0,2,6,0,1,1,0,0,1,147,2,1,no
30,4,1,6,0,1,1,1,6,4,178,1,1,no
51,10,1,5,1,0,0,1,6,4,554,2,1,no
55,5,1,0,0,0,0,0,3,0,273,1,1,no
45,4,1,6,1,0,0,0,3,4,225,2,1,no
40,9,1,5,0,0,0,0,1,3,348,1,1,no
29,9,2,3,0,0,0,0,6,2,62,4,0,no
44,1,1,0,1,2,0,0,1,2,283,3,1,no
42,6,1,6,0,2,0,0,4,4,436,1,2,no
33,9,1,6,0,2,0,0,3,2,52,5,1,no
37,7,1,3,0,0,0,1,4,0,152,3,1,no
42,6,1,6,0,2,0,0,7,0,554,3,1,no
55,5,1,7,0,2,2,0,0,2,96,1,1,no
26,9,2,3,0,0,2,0,6,2,554,1,1,no
28,0,2,6,0,2,0,0,3,2,554,3,1,no
32,1,2,3,0,2,0,0,3,2,110,3,1,no
55,5,1,0,0,0,0,0,7,3,71,2,0,no
55,5,0,1,0,0,0,0,5,2,85,1,1,no
46,5,1,2,1,2,0,0,1,4,394,3,1,no
48,4,1,6,0,0,0,0,1,3,156,1,1,no
53,1,1,0,0,2,0,1,6,1,136,1,1,no
48,1,1,3,1,0,0,1,6,2,202,4,1,no
53,5,0,3,0,2,0,1,6,4,111,3,1,no
55,0,0,6,0,2,0,0,5,3,236,1,1,no
30,4,2,2,0,2,0,0,6,0,253,4,1,no
35,1,1,2,0,2,0,1,3,1,36,3,1,yes
34,9,0,5,0,2,2,0,6,0,296,2,1,no
54,0,1,6,1,0,0,0,3,0,67,3,1,no
53,4,0,6,0,0,0,0,4,1,345,1,1,no
39,9,2,3,0,2,0,1,3,4,233,5,1,no
33,9,1,3,0,2,2,0,1,1,85,3,1,no
48,9,1,3,0,0,0,0,1,4,58,3,1,no
54,4,1,2,0,2,0,1,6,0,398,5,1,no
51,1,0,0,0,2,0,0,6,3,314,4,1,no
33,1,1,2,0,2,0,0,7,3,184,1,1,no
34,9,1,6,0,0,0,1,6,4,198,3,1,no
54,9,0,2,1,0,0,1,6,0,287,4,1,no
55,5,1,0,0,0,0,0,6,1,382,1,2,no
39,9,2,5,0,0,0,0,6,4,143,1,0,no
30,1,2,1,0,2,0,1,6,0,72,3,1,no
41,1,1,2,0,0,0,0,6,0,491,1,0,no
39,1,1,0,0,2,0,0,3,2,71,1,1,no
32,4,2,6,0,2,0,0,5,3,71,3,1,no
36,0,2,3,1,2,2,0,3,1,393,5,1,no
34,9,0,2,0,0,0,1,4,4,156,3,1,no
46,4,2,6,0,2,2,0,7,2,292,2,1,no
32,9,2,5,0,0,0,0,0,1,62,1,0,no
33,10,1,3,1,2,2,0,3,4,285,5,1,no
55,5,1,3,1,0,0,1,6,4,294,2,1,no
31,9,1,6,1,0,0,0,1,4,132,2,1,no
51,9,1,5,1,0,0,1,6,2,337,1,1,no
36,1,1,2,1,0,2,1,4,1,280,2,1,no
29,9,2,5,0,2,0,0,6,1,487,1,1,no
45,7,2,5,1,0,0,1,6,4,225,4,1,no
51,0,1,6,0,0,0,1,3,1,172,4,1,no
55,9,0,2,0,0,0,1,4,2,72,1,1,no
26,10,1,3,0,2,2,0,3,2,85,3,1,no
41,7,1,2,0,0,0,1,6,3,335,1,1,no
27,1,2,2,0,0,0,0,6,0,554,5,1,no
45,0,1,3,0,2,0,1,4,3,174,2,1,no
36,1,2,3,0,0,0,1,6,2,164,3,1,no
29,7,1,2,0,0,0,0,7,2,517,1,1,no
39,0,1,6,0,0,0,0,6,0,301,1,0,no
35,1,1,1,0,0,0,0,6,0,69,3,0,no
45,7,0,3,0,0,0,0,6,1,36,5,0,no
33,0,2,6,0,2,0,0,0,1,143,2,0,no
35,6,1,6,0,0,0,1,6,1,293,1,1,no
55,2,0,3,1,2,0,1,4,2,554,2,1,no
29,9,1,5,0,2,0,0,7,3,54,2,1,no
55,9,1,7,0,0,0,1,4,0,49,2,1,yes
43,1,1,2,0,0,0,1,6,3,554,2,1,no
38,0,2,6,1,2,0,1,6,3,269,1,1,no
40,0,1,6,1,2,0,1,6,1,163,1,1,no
26,8,2,3,0,2,0,0,3,4,349,1,1,no
53,1,1,0,0,0,0,1,6,2,198,3,1,no
33,7,1,3,0,1,1,0,6,0,333,1,0,no
50,0,1,2,0,0,0,1,6,2,554,2,1,no
36,4,1,6,0,2,0,0,6,2,128,1,1,no
29,4,2,2,0,0,0,0,3,0,554,2,1,no
39,7,1,3,1,2,0,1,6,3,399,2,1,yes
29,0,1,3,0,2,0,0,7,0,140,1,1,no
34,9,1,6,0,0,0,1,4,0,288,5,1,no
39,6,1,3,0,2,0,0,6,1,36,5,1,no
39,9,1,5,0,0,0,0,1,2,129,1,1,no
28,1,2,3,0,2,0,1,4,1,102,2,1,yes
33,9,1,6,0,0,0,1,3,4,36,5,1,no
37,0,1,3,0,2,0,0,0,0,207,1,1,no
28,1,2,2,0,2,0,0,0,2,106,3,1,no
42,0,1,6,0,0,2,0,1,0,81,5,1,no
31,4,1,6,0,2,0,0,3,1,554,3,1,no
34,0,2,6,0,0,0,0,6,0,134,2,1,no
44,1,1,2,1,2,2,1,4,0,175,2,1,no
55,4,1,6,0,0,0,0,1,0,511,3,1,no
46,11,1,7,0,0,2,0,1,4,299,2,1,no
53,6,1,6,1,2,0,0,7,4,70,4,1,no
43,7,1,1,1,2,0,0,3,1,65,4,1,no
30,9,2,3,0,2,0,0,1,2,77,5,1,no
26,9,2,5,1,0,0,0,6,0,232,2,1,yes
38,9,1,5,1,0,0,0,7,4,554,1,1,yes
36,1,1,2,0,2,0,1,6,2,90,2,1,yes
51,7,1,7,0,2,0,1,6,2,151,1,1,no
38,3,1,2,0,2,2,1,4,0,173,2,1,no
29,0,2,3,0,2,2,0,4,1,89,2,1,no
31,9,2,5,0,0,2,0,1,0,142,1,1,no
35,6,1,6,0,2,0,0,3,1,192,3,1,no
46,1,1,0,1,2,0,1,6,3,554,2,1,yes
28,1,1,2,0,2,0,0,3,1,225,3,1,no
36,0,1,3,0,0,0,0,5,3,168,1,1,no
34,0,1,3,0,0,2,0,9,4,214,2,1,no
53,6,1,6,0,0,2,0,6,4,141,3,2,no
52,9,0,5,0,2,0,0,1,3,36,5,1,no
32,9,2,6,0,2,0,0,1,0,166,3,1,no
29,0,2,6,0,2,0,0,1,0,554,5,1,no
33,1,1,2,0,2,2,0,7,1,94,1,1,no
26,8,2,0,0,2,0,0,6,3,137,1,1,no
37,0,2,7,0,0,0,1,3,3,74,5,1,no
42,0,1,6,1,2,0,1,6,4,103,4,1,no
34,9,0,5,0,2,0,0,6,0,36,5,0,yes
47,7,2,1,1,0,2,0,6,0,307,1,1,no
45,0,1,6,0,0,0,0,3,4,194,1,2,no
41,1,2,2,0,0,0,0,6,0,195,1,1,no
33,9,1,6,0,0,0,0,3,2,89,4,1,no
55,5,0,3,1,2,0,1,6,3,193,1,1,yes
29,9,2,6,0,2,0,1,1,2,226,3,1,no
29,7,2,3,0,0,0,0,6,2,138,1,1,no
35,1,1,1,1,2,0,0,6,0,554,2,1,no
40,0,0,3,0,2,0,0,6,2,123,1,1,no
33,9,1,5,0,2,2,0,3,3,110,5,1,no
29,0,2,6,1,2,0,0,1,3,158,5,1,no
36,4,0,3,0,0,0,1,6,1,144,5,1,no
33,9,1,5,0,0,0,1,4,1,220,4,1,no
30,6,2,2,0,0,2,1,8,1,36,1,1,no
44,4,1,3,1,2,0,0,3,1,418,1,1,no
53,11,1,3,1,0,0,1,6,4,249,2,1,no
31,1,1,2,0,2,2,0,7,1,257,2,1,no
28,0,2,6,0,2,0,1,3,2,310,2,1,no
52,1,1,2,1,2,0,0,6,1,201,2,1,yes
26,7,2,3,0,0,0,0,3,1,98,1,1,yes
38,4,2,2,1,2,0,0,7,2,554,2,1,no
30,6,1,6,0,2,0,1,3,2,148,5,1,no
42,6,1,6,0,2,0,1,3,2,554,5,1,no
34,0,2,6,0,0,0,0,4,1,151,1,0,no
49,1,0,0,1,0,0,1,4,4,122,5,1,no
33,11,1,7,1,2,0,0,1,3,229,2,1,no
53,0,0,6,0,0,0,0,5,2,554,1,1,no
52,3,1,1,0,2,0,0,1,3,112,1,1,no
29,9,1,5,0,2,0,0,1,2,554,2,1,no
54,0,1,6,0,0,0,0,1,3,119,3,1,no
55,9,0,5,0,2,2,0,3,2,235,1,1,no
36,9,1,3,0,2,0,1,4,4,158,2,1,no
31,9,2,5,0,1,1,0,1,1,202,5,1,no
33,1,1,2,0,2,0,1,4,2,111,5,1,no
40,10,0,6,0,2,0,0,3,4,36,1,1,no
34,2,1,6,0,2,2,1,4,1,265,3,1,no
50,3,2,7,0,0,2,1,4,3,517,1,1,no
29,0,2,6,0,0,0,1,4,3,554,5,1,no
55,6,0,6,0,0,0,0,9,3,83,1,2,no
39,7,1,6,0,0,0,0,0,2,237,1,1,no
43,9,0,5,0,2,0,1,6,2,193,5,1,no
36,1,1,1,0,2,0,1,6,4,57,1,1,yes
55,0,0,3,0,1,1,0,0,0,278,2,1,no
46,7,1,3,0,2,0,0,7,1,554,3,1,no
49,7,1,1,0,2,0,0,0,0,219,2,1,no
29,7,2,3,0,2,0,0,7,0,43,1,1,no
35,0,0,3,0,2,0,0,7,1,38,1,1,yes
34,1,1,5,0,2,0,1,6,1,210,2,1,no
55,10,0,3,1,2,0,0,7,0,109,1,0,no
29,1,0,3,0,0,0,0,6,0,199,2,0,no
36,0,0,3,0,2,0,0,6,4,191,1,0,no
41,4,1,6,0,2,2,1,4,0,87,1,1,no
43,1,1,3,1,2,0,0,3,1,245,1,1,no
47,0,1,3,0,2,0,0,0,0,296,1,0,no
33,7,2,3,0,2,0,0,6,2,437,2,1,no
44,6,1,2,0,0,2,0,1,1,140,5,1,no
34,0,2,6,0,0,2,0,5,3,236,1,1,no
37,9,2,6,0,0,0,0,3,1,554,3,1,no
55,5,1,0,1,2,0,1,6,1,156,1,1,yes
35,4,1,6,0,2,0,0,1,2,108,4,1,yes
53,6,0,2,0,0,0,1,4,0,60,1,1,no
47,3,1,0,1,2,0,1,3,3,159,2,1,no
28,1,2,5,0,0,0,0,6,1,299,2,1,yes
33,1,2,0,0,2,0,0,6,3,266,2,0,no
32,0,1,6,0,2,0,0,3,2,72,1,1,no
26,0,0,5,0,0,0,0,3,1,159,1,1,no
37,1,2,2,0,2,0,0,6,0,72,1,0,no
31,0,2,3,1,2,0,0,1,3,82,3,1,no
32,4,2,0,0,0,0,1,6,1,73,5,1,no
38,1,1,0,0,2,0,1,4,4,36,5,1,no
41,1,1,5,1,2,0,0,0,0,251,1,1,no
51,4,1,3,1,0,0,0,7,4,178,3,1,yes
38,9,1,6,1,0,0,1,4,4,36,4,1,no
48,0,1,3,0,2,0,0,1,2,62,1,1,no
32,1,1,5,0,2,0,0,6,2,260,1,1,no
31,9,1,5,0,2,0,0,1,1,50,5,1,no
34,6,2,5,0,2,0,1,6,0,36,5,0,no
55,2,0,6,0,2,2,1,6,1,86,5,1,no
45,1,1,0,1,2,0,1,6,2,222,5,1,no
36,9,1,3,0,2,0,0,1,1,67,1,1,yes
31,0,2,2,0,0,0,0,3,0,554,1,1,no
44,1,1,1,0,0,0,0,1,1,67,2,1,no
55,1,1,0,0,2,0,0,1,4,554,1,2,no
37,7,1,3,0,0,0,0,7,4,459,2,0,no
55,9,2,1,0,0,0,0,8,2,86,1,0,no
45,0,1,7,0,0,0,1,6,3,79,1,1,no
39,7,1,7,1,2,2,0,3,4,554,5,1,no
29,0,1,1,0,0,2,1,6,4,376,3,1,no
55,5,0,7,1,0,0,0,6,4,405,3,0,no
53,3,1,7,0,0,0,0,1,1,106,2,1,no
34,1,1,2,0,0,0,1,6,3,427,1,1,no
39,9,1,5,0,2,0,0,0,2,67,1,1,no
52,9,1,6,0,0,0,0,6,2,211,1,2,yes
55,0,1,6,0,2,0,0,7,2,554,2,1,no
55,1,1,1,0,2,2,0,0,1,223,1,1,no
41,1,1,2,0,0,0,0,0,0,367,3,0,no
42,0,1,6,0,2,0,0,6,1,230,5,1,no
43,7,2,3,0,0,0,0,3,3,554,4,1,yes
30,1,2,2,1,2,0,0,7,2,71,2,1,no
48,0,0,6,0,2,0,0,1,2,122,5,1,no
55,1,1,0,0,0,0,0,0,1,554,3,0,no
27,0,2,6,0,2,0,0,3,2,252,1,1,no
50,1,1,2,0,2,2,1,6,1,353,1,1,no
55,0,0,6,0,2,0,1,6,4,115,2,1,no
35,9,2,5,0,2,0,1,6,2,170,2,1,no
45,4,0,3,0,0,2,0,1,1,78,1,1,no
26,8,2,3,0,2,0,0,1,3,263,3,2,no
50,7,1,3,0,2,0,0,1,4,554,2,1,no
26,7,2,3,0,2,0,1,6,1,50,1,1,no
28,7,2,3,0,0,0,1,6,2,137,2,1,no
29,2,0,2,0,2,0,1,6,2,554,1,1,no
46,1,1,2,0,2,0,0,1,4,124,1,1,no
55,7,1,0,0,0,2,0,1,4,64,1,1,no
31,7,1,5,0,0,0,1,6,4,287,3,1,no
39,1,2,2,0,2,2,0,6,1,78,3,2,no
40,7,1,3,0,2,2,0,3,4,251,3,1,no
41,1,1,0,0,2,0,1,7,2,132,3,1,no
39,1,2,6,0,0,0,0,3,4,91,5,1,no
46,0,2,6,0,2,0,0,6,1,554,5,0,no
45,4,1,6,0,0,0,1,7,3,208,2,1,yes
36,0,2,3,0,0,0,0,3,3,259,1,1,no
36,7,1,1,0,2,0,1,6,2,64,1,1,no
55,5,0,0,0,2,0,1,6,4,112,3,1,no
46,1,1,2,0,2,0,1,6,0,116,5,1,no
27,9,2,5,0,0,0,0,6,3,267,1,1,yes
34,0,2,6,0,2,0,0,3,4,138,1,1,no
50,9,1,5,0,0,0,1,6,3,108,1,1,no
50,1,1,2,1,0,2,0,6,3,118,2,0,no
50,4,1,6,0,2,0,0,8,2,305,2,2,no
49,9,0,7,0,0,0,0,8,2,237,1,0,no
28,1,2,2,0,2,2,0,0,2,333,2,1,no
35,7,2,6,0,1,1,0,4,3,67,2,0,no
32,1,1,1,1,0,2,1,3,0,191,2,1,no
26,4,1,1,0,0,0,0,3,4,192,2,1,yes
36,0,2,3,0,2,0,0,1,0,159,1,2,no
51,3,1,0,0,0,0,0,3,4,145,1,1,no
31,6,2,6,0,2,0,0,8,0,91,1,0,no
38,9,1,5,0,0,0,1,6,3,101,1,1,no
46,0,2,3,0,2,0,1,6,3,344,1,1,no
42,0,1,7,0,0,0,1,6,3,221,1,1,no
27,4,1,6,0,0,0,0,0,1,54,1,1,no
43,7,0,1,0,2,0,0,1,4,40,3,1,no
55,5,1,0,1,0,0,0,1,4,185,2,1,no
55,5,1,5,1,2,0,1,4,4,59,5,1,no
46,1,1,0,0,2,0,0,7,4,416,2,1,no
32,0,2,6,0,2,2,0,4,4,49,2,0,no
55,6,1,2,1,2,0,1,4,0,185,4,1,no
55,0,1,0,1,0,2,1,6,4,120,2,1,no
30,0,2,6,0,2,0,0,7,3,288,1,1,yes
29,0,2,6,0,2,2,1,6,4,266,2,1,no
39,7,1,3,1,2,0,0,0,0,87,1,1,no
41,1,1,0,1,2,0,0,0,0,194,2,1,no
50,7,2,3,0,0,0,0,3,4,81,1,1,no
28,0,1,3,0,0,0,0,6,4,204,1,1,no
54,6,1,2,0,2,0,0,7,3,139,4,0,no
33,0,1,3,0,0,0,1,6,1,316,3,1,no
39,0,1,6,0,2,2,0,1,1,116,2,1,no
50,3,1,2,0,2,0,0,6,1,126,2,0,no
33,1,1,2,1,0,0,1,4,3,164,5,1,no
34,2,1,0,0,2,0,1,6,0,233,1,1,no
34,9,1,5,0,2,0,0,8,4,442,2,2,yes
31,9,2,6,0,0,0,1,4,3,91,2,1,no
41,1,1,2,0,2,2,0,6,3,225,2,1,no
49,2,1,0,1,2,2,1,6,3,222,2,1,no
55,7,1,5,0,2,0,0,1,4,160,3,1,no
45,9,0,6,0,0,0,0,4,3,224,1,1,no
34,0,1,6,0,2,0,0,0,3,554,2,1,no
27,8,2,7,0,2,0,0,4,3,103,4,1,no
54,2,1,0,1,0,2,1,6,2,108,1,1,no
27,6,2,6,0,0,0,0,4,3,271,1,1,no
39,9,1,6,0,2,0,0,4,1,554,2,1,no
37,9,2,5,0,2,0,0,1,2,36,5,1,no
31,0,2,6,0,2,0,0,7,4,404,1,2,no
39,0,2,6,0,2,0,1,5,1,229,1,0,no
38,9,1,5,1,2,0,0,1,3,134,1,1,no
29,0,2,6,0,0,0,0,3,4,554,2,1,no
26,7,1,3,1,0,0,1,6,0,89,1,1,no
33,9,1,5,0,0,2,0,0,2,554,1,1,no
44,2,1,0,1,0,0,1,6,4,554,2,1,no
28,10,1,5,0,0,0,1,1,0,140,5,1,no
32,11,2,5,0,0,0,1,3,2,96,1,1,yes
31,4,2,6,0,2,2,0,3,2,221,1,1,no
52,0,1,6,0,0,2,1,0,2,395,3,1,no
28,7,2,3,0,0,0,1,4,3,406,3,1,no
44,4,1,6,0,2,0,1,6,3,254,1,1,no
31,0,2,3,0,2,0,0,6,2,150,1,0,no
42,1,1,3,1,0,0,1,4,4,257,2,1,no
31,0,2,6,0,2,0,0,1,2,87,5,1,no
36,7,1,3,0,2,0,0,7,1,48,2,1,no
27,9,2,5,0,0,0,0,3,1,331,2,1,no
48,9,1,3,0,0,0,1,6,2,418,5,1,no
38,0,1,3,1,2,0,1,6,1,265,5,1,no
49,7,1,3,1,0,0,0,1,3,241,1,1,no
38,9,1,5,0,0,0,1,6,4,154,2,1,no
55,6,1,6,0,2,2,1,0,2,164,4,1,yes
38,0,2,6,0,2,0,0,0,1,275,1,1,no
35,0,2,0,1,0,0,1,6,1,95,3,1,no
50,4,1,6,0,0,0,1,4,1,278,5,2,no
54,0,2,6,1,0,0,0,1,2,218,2,1,no
49,1,1,0,0,2,0,0,9,3,133,2,1,no
31,1,1,1,1,1,1,1,6,4,67,5,1,no
45,6,0,5,0,2,0,1,1,1,36,1,0,no
31,1,2,2,0,0,0,0,6,4,459,4,1,no
49,2,0,2,0,2,0,0,6,0,427,2,1,no
30,9,1,3,0,2,0,1,4,2,436,1,1,no
30,9,2,5,0,0,0,1,6,0,509,1,1,yes
46,9,1,5,1,2,0,1,4,2,69,2,1,no
53,0,1,6,0,2,0,0,0,3,142,1,1,yes
45,1,1,0,0,2,0,1,6,4,144,1,1,no
53,1,1,0,1,0,0,1,6,3,182,2,1,no
49,1,0,7,1,0,0,0,3,4,255,2,1,no
34,0,0,6,0,0,0,1,6,4,63,2,1,no
55,0,1,6,1,0,0,0,7,0,110,2,0,no
32,0,2,6,0,2,2,1,6,0,178,1,1,no
37,0,2,6,0,2,0,1,4,2,93,5,1,no
50,4,0,6,0,0,0,1,3,1,130,5,1,no
31,2,2,2,0,0,0,1,6,0,341,1,1,no
42,7,1,5,0,2,0,1,6,2,554,1,1,no
42,4,1,3,0,2,2,0,7,2,164,3,0,no
26,0,2,3,1,2,0,0,3,2,263,5,1,no
34,0,2,6,1,0,0,0,1,1,554,3,1,no
29,0,2,6,0,2,0,1,4,0,36,5,1,yes
42,0,0,6,0,0,0,1,4,0,36,4,1,no
55,2,1,0,0,0,2,0,7,3,164,2,0,no
55,3,1,0,0,0,0,0,1,3,168,5,1,yes
26,0,1,3,0,2,0,1,0,1,216,1,1,no
45,10,0,0,0,0,2,1,1,4,416,1,1,no
29,0,2,6,0,2,0,0,6,3,90,1,0,no
41,4,1,7,1,2,0,1,6,4,70,1,1,no
39,9,1,3,0,2,0,0,3,2,554,4,1,no
36,1,1,0,0,0,0,0,6,2,227,2,1,yes
37,1,1,1,1,0,0,1,6,2,383,3,1,no
47,1,2,0,1,2,0,1,6,4,162,1,1,no
30,1,0,2,0,0,2,1,4,3,134,1,1,no
35,1,1,7,0,2,0,0,3,1,149,4,1,no
35,1,2,3,1,2,0,0,3,4,60,5,1,no
36,4,1,6,0,2,0,1,4,3,269,1,1,no
43,9,0,3,0,2,2,0,3,1,200,1,1,no
29,0,2,6,0,0,0,1,6,4,231,1,1,no
36,0,0,3,0,2,0,1,6,1,84,3,1,no
32,4,2,6,0,2,0,0,1,2,245,1,1,no
37,7,2,3,0,2,0,0,6,4,445,1,0,no
44,9,1,5,1,1,1,0,1,4,275,3,1,no
53,5,1,3,1,0,0,1,6,3,36,5,1,no
35,0,2,3,0,2,2,0,6,2,106,1,0,no
38,4,1,5,1,2,0,0,7,4,58,3,1,no
48,9,1,3,0,0,0,1,4,1,185,2,1,no
