age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
33,management,married,university.degree,no,yes,no,cellular,aug,tue,126,1,999,0,nonexistent,no
48,technician,married,professional.course,no,no,no,telephone,may,thu,145,4,999,0,nonexistent,no
48,services,married,basic.4y,unknown,yes,no,cellular,aug,tue,436,1,999,0,nonexistent,no
50,self-employed,married,basic.9y,no,yes,no,cellular,aug,thu,93,1,999,0,nonexistent,no
36,technician,single,high.school,no,yes,no,cellular,may,thu,208,1,999,1,failure,no
33,self-employed,single,university.degree,no,no,no,telephone,may,tue,739,3,999,0,nonexistent,no
35,blue-collar,married,basic.6y,no,no,no,telephone,jun,thu,34,31,999,0,nonexistent,no
56,retired,married,university.degree,no,no,no,cellular,aug,tue,331,1,999,0,nonexistent,no
39,services,divorced,high.school,no,yes,no,cellular,nov,tue,46,1,999,0,nonexistent,no
45,blue-collar,married,unknown,no,yes,no,cellular,apr,fri,666,3,999,1,failure,no
51,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,289,1,999,0,nonexistent,no
33,entrepreneur,married,university.degree,no,yes,yes,telephone,jun,wed,77,2,999,0,nonexistent,no
37,admin.,divorced,high.school,no,no,no,telephone,may,thu,51,10,999,0,nonexistent,no
36,admin.,single,university.degree,no,yes,no,cellular,jul,thu,148,6,999,0,nonexistent,no
35,technician,single,professional.course,no,yes,no,cellular,aug,thu,234,2,999,0,nonexistent,no
54,technician,married,university.degree,no,unknown,unknown,cellular,nov,mon,56,1,999,0,nonexistent,no
36,blue-collar,single,basic.6y,unknown,no,no,cellular,may,tue,141,1,999,1,failure,no
48,unknown,married,basic.4y,unknown,no,no,telephone,may,tue,375,1,999,0,nonexistent,no
55,blue-collar,married,basic.4y,no,yes,yes,telephone,may,wed,1101,1,999,0,nonexistent,no
54,technician,married,university.degree,unknown,no,yes,telephone,may,mon,123,7,999,0,nonexistent,no
38,admin.,married,university.degree,no,no,no,telephone,jun,fri,460,4,999,0,nonexistent,yes
58,technician,married,basic.4y,no,no,no,telephone,jun,mon,317,1,999,0,nonexistent,no
46,technician,married,professional.course,no,no,no,telephone,may,mon,29,3,999,0,nonexistent,no
49,management,married,university.degree,no,yes,no,cellular,apr,thu,44,1,999,0,nonexistent,no
42,entrepreneur,married,university.degree,no,yes,no,telephone,may,tue,154,1,999,0,nonexistent,no
45,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,48,3,999,0,nonexistent,no
26,student,single,high.school,no,yes,no,telephone,oct,mon,209,1,999,0,nonexistent,no
33,blue-collar,married,basic.9y,unknown,no,yes,cellular,may,wed,190,3,999,0,nonexistent,no
35,management,married,high.school,no,yes,no,cellular,nov,tue,417,1,999,0,nonexistent,no
50,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,tue,204,1,999,0,nonexistent,no
44,blue-collar,married,professional.course,no,no,no,cellular,aug,fri,90,4,999,0,nonexistent,no
33,technician,married,professional.course,no,no,no,cellular,aug,tue,1241,2,999,0,nonexistent,no
37,management,single,university.degree,no,yes,no,cellular,jul,wed,158,1,999,0,nonexistent,no
24,self-employed,single,unknown,no,no,yes,cellular,jul,thu,342,2,999,0,nonexistent,yes
71,retired,married,professional.course,no,no,no,cellular,apr,thu,559,1,999,0,nonexistent,yes
41,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,208,2,999,0,nonexistent,no
57,services,divorced,high.school,no,yes,no,telephone,may,wed,72,3,999,0,nonexistent,no
32,blue-collar,married,professional.course,no,yes,no,telephone,may,mon,100,2,999,0,nonexistent,no
33,technician,single,high.school,no,yes,no,cellular,aug,mon,111,1,999,0,nonexistent,no
48,technician,single,professional.course,no,yes,no,cellular,may,wed,142,2,999,0,nonexistent,no
37,blue-collar,married,basic.6y,unknown,yes,no,telephone,jul,thu,95,1,999,0,nonexistent,no
33,technician,married,university.degree,no,yes,no,cellular,jul,wed,162,6,999,0,nonexistent,no
34,admin.,single,university.degree,no,no,no,cellular,nov,mon,110,2,999,0,nonexistent,no
34,admin.,single,university.degree,unknown,no,no,cellular,jul,wed,212,2,999,0,nonexistent,no
32,services,married,high.school,unknown,yes,no,telephone,jun,wed,833,2,999,0,nonexistent,no
48,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,173,6,999,0,nonexistent,no
38,blue-collar,divorced,basic.4y,no,no,no,cellular,nov,thu,60,2,999,0,nonexistent,no
50,housemaid,single,unknown,no,no,no,telephone,jun,mon,741,4,999,0,nonexistent,yes
30,admin.,single,university.degree,no,yes,yes,telephone,apr,thu,874,2,999,0,nonexistent,yes
49,admin.,divorced,university.degree,unknown,no,no,cellular,aug,wed,150,1,999,0,nonexistent,no
27,services,single,high.school,no,yes,no,cellular,jul,tue,168,3,999,0,nonexistent,no
45,blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,jun,mon,167,2,999,0,nonexistent,no
44,entrepreneur,married,professional.course,no,no,no,telephone,may,mon,259,1,999,0,nonexistent,no
29,admin.,single,high.school,no,yes,no,cellular,may,wed,149,1,999,1,failure,no
33,admin.,divorced,university.degree,no,no,no,telephone,may,wed,325,2,999,0,nonexistent,no
32,services,single,basic.6y,no,no,no,telephone,may,fri,361,1,999,0,nonexistent,no
32,management,married,university.degree,no,yes,no,cellular,aug,thu,106,1,999,0,nonexistent,no
32,admin.,single,university.degree,no,yes,no,cellular,aug,thu,1871,2,999,0,nonexistent,no
37,student,married,unknown,no,yes,no,cellular,jul,mon,110,17,999,0,nonexistent,no
33,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,75,1,999,0,nonexistent,no
45,admin.,married,basic.6y,no,yes,yes,telephone,may,tue,25,1,999,0,nonexistent,no
38,technician,married,professional.course,no,yes,no,cellular,aug,fri,119,3,999,0,nonexistent,no
43,services,single,university.degree,no,yes,no,cellular,apr,mon,178,4,999,0,nonexistent,no
60,retired,married,high.school,unknown,no,no,telephone,jul,fri,133,7,999,0,nonexistent,no
42,services,married,professional.course,no,yes,no,telephone,may,fri,149,1,999,0,nonexistent,no
25,services,single,high.school,unknown,no,no,telephone,jul,wed,273,2,999,0,nonexistent,no
32,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,162,1,999,0,nonexistent,no
31,services,divorced,high.school,unknown,yes,no,cellular,jul,fri,73,1,999,0,nonexistent,no
46,services,divorced,professional.course,unknown,yes,no,telephone,jun,wed,292,2,999,0,nonexistent,no
45,admin.,married,university.degree,no,yes,no,cellular,aug,mon,177,1,999,0,nonexistent,no
59,blue-collar,married,basic.9y,unknown,no,no,telephone,may,thu,668,2,999,0,nonexistent,no
33,blue-collar,married,basic.9y,no,yes,yes,cellular,may,fri,99,1,999,0,nonexistent,no
30,student,single,university.degree,no,no,no,cellular,apr,thu,200,1,999,0,nonexistent,no
32,blue-collar,married,professional.course,no,yes,no,telephone,jun,fri,446,1,999,0,nonexistent,no
49,blue-collar,married,basic.4y,no,no,no,telephone,jun,tue,188,5,999,0,nonexistent,no
58,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,436,1,999,0,nonexistent,no
32,technician,single,university.degree,no,yes,no,cellular,jul,fri,42,2,999,0,nonexistent,no
30,admin.,single,university.degree,no,no,yes,cellular,aug,mon,309,1,999,0,nonexistent,no
54,retired,married,basic.9y,no,no,yes,telephone,may,mon,596,1,999,0,nonexistent,no
37,admin.,married,university.degree,no,no,no,cellular,aug,wed,426,3,999,0,nonexistent,no
56,retired,married,basic.6y,unknown,yes,no,cellular,aug,wed,39,4,999,0,nonexistent,no
48,admin.,divorced,high.school,no,no,no,telephone,may,tue,62,2,999,0,nonexistent,no
42,admin.,married,university.degree,no,yes,no,cellular,aug,wed,78,8,999,0,nonexistent,no
31,technician,married,professional.course,no,no,yes,cellular,jul,thu,487,1,999,0,nonexistent,yes
33,admin.,married,university.degree,no,yes,no,cellular,may,mon,82,3,999,0,nonexistent,no
34,management,married,high.school,no,yes,no,cellular,jul,tue,838,3,999,0,nonexistent,yes
37,blue-collar,single,high.school,no,no,no,telephone,jun,tue,117,3,999,0,nonexistent,no
31,admin.,single,basic.9y,no,no,no,cellular,jul,mon,221,3,999,0,nonexistent,no
59,services,divorced,basic.6y,no,yes,no,cellular,may,tue,158,1,999,1,failure,no
46,technician,divorced,professional.course,no,no,no,telephone,jun,wed,53,2,999,0,nonexistent,no
35,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,tue,130,1,999,0,nonexistent,no
50,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,18,16,999,0,nonexistent,no
42,technician,single,unknown,no,no,no,telephone,may,mon,230,2,999,0,nonexistent,no
29,blue-collar,married,basic.6y,no,no,no,cellular,may,thu,65,3,999,0,nonexistent,no
46,admin.,married,high.school,no,yes,yes,telephone,jun,wed,148,10,999,0,nonexistent,no
25,admin.,married,high.school,no,no,no,cellular,jul,wed,95,1,999,0,nonexistent,no
40,services,married,basic.6y,unknown,no,no,cellular,jul,mon,209,1,999,0,nonexistent,no
46,admin.,married,high.school,unknown,yes,no,cellular,may,wed,109,1,999,0,nonexistent,no
28,technician,single,professional.course,no,yes,no,cellular,jul,mon,1002,3,999,0,nonexistent,yes
29,technician,single,high.school,no,no,no,cellular,jul,thu,54,29,999,0,nonexistent,no
60,retired,married,university.degree,unknown,no,no,cellular,aug,mon,430,2,999,0,nonexistent,no
35,blue-collar,single,basic.9y,no,yes,no,cellular,may,fri,134,2,999,0,nonexistent,no
27,admin.,single,university.degree,no,yes,no,cellular,may,fri,680,1,999,1,failure,no
40,technician,married,professional.course,no,yes,no,telephone,jun,mon,217,1,999,0,nonexistent,no
46,management,divorced,basic.4y,no,no,no,telephone,jul,wed,201,5,999,0,nonexistent,no
38,admin.,married,university.degree,no,no,no,cellular,aug,thu,177,3,999,0,nonexistent,no
25,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,497,5,999,0,nonexistent,no
49,services,married,basic.6y,no,no,yes,cellular,apr,fri,383,1,999,0,nonexistent,no
28,self-employed,single,professional.course,no,yes,no,cellular,jun,thu,207,1,999,0,nonexistent,no
33,management,single,university.degree,no,no,no,cellular,nov,thu,2420,3,999,0,nonexistent,yes
29,student,single,high.school,unknown,no,yes,cellular,may,tue,139,1,999,1,failure,no
43,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,254,1,999,0,nonexistent,no
43,services,divorced,high.school,no,no,no,cellular,nov,wed,466,1,999,0,nonexistent,no
46,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,222,1,999,0,nonexistent,no
42,technician,divorced,high.school,no,yes,no,cellular,may,wed,228,2,999,1,failure,no
26,admin.,married,high.school,no,no,yes,telephone,jun,mon,1021,1,999,0,nonexistent,no
32,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,fri,469,2,999,0,nonexistent,no
44,blue-collar,married,basic.4y,no,yes,no,cellular,jul,tue,75,4,999,0,nonexistent,no
26,management,single,university.degree,no,no,yes,cellular,jul,wed,352,1,999,0,nonexistent,no
39,admin.,single,high.school,no,unknown,unknown,cellular,aug,thu,125,1,999,0,nonexistent,no
33,services,single,high.school,no,yes,no,telephone,may,thu,789,1,999,0,nonexistent,no
30,blue-collar,single,basic.4y,no,yes,no,cellular,jul,tue,122,2,999,0,nonexistent,no
36,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,159,6,999,0,nonexistent,no
46,unknown,married,basic.4y,unknown,no,no,telephone,may,fri,232,1,999,0,nonexistent,no
33,services,divorced,high.school,no,yes,no,telephone,may,thu,109,1,999,0,nonexistent,no
43,self-employed,married,basic.9y,unknown,no,no,telephone,may,tue,744,1,999,0,nonexistent,no
41,blue-collar,divorced,unknown,no,yes,no,cellular,jul,tue,242,7,999,0,nonexistent,no
34,admin.,married,high.school,no,no,no,cellular,jul,fri,59,7,999,0,nonexistent,no
32,services,single,high.school,no,yes,no,telephone,jul,wed,272,2,999,0,nonexistent,no
25,admin.,single,basic.9y,no,yes,no,cellular,jul,thu,83,4,999,0,nonexistent,no
33,admin.,married,university.degree,no,no,yes,cellular,aug,thu,196,1,999,0,nonexistent,no
51,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,fri,174,1,999,0,nonexistent,no
36,entrepreneur,married,basic.9y,no,yes,no,cellular,apr,fri,273,2,999,1,failure,no
36,admin.,married,university.degree,no,yes,no,cellular,apr,mon,506,2,999,0,nonexistent,no
32,admin.,married,high.school,no,yes,no,telephone,oct,wed,48,1,999,0,nonexistent,no
38,services,married,high.school,no,no,no,cellular,jul,thu,857,2,999,0,nonexistent,yes
28,blue-collar,divorced,basic.9y,no,yes,yes,cellular,jul,mon,125,1,999,0,nonexistent,no
38,entrepreneur,married,professional.course,no,yes,yes,cellular,jun,tue,262,2,999,1,failure,no
79,retired,married,high.school,no,unknown,unknown,cellular,jun,tue,61,1,999,1,failure,no
57,technician,married,professional.course,no,no,no,cellular,nov,tue,564,1,999,0,nonexistent,no
54,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,150,2,999,0,nonexistent,no
51,management,married,university.degree,unknown,no,no,cellular,jul,mon,60,2,999,0,nonexistent,no
36,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,184,2,999,1,failure,no
35,management,divorced,university.degree,no,yes,yes,cellular,jun,tue,270,2,12,2,success,no
33,services,married,high.school,unknown,yes,yes,cellular,jul,wed,172,1,999,0,nonexistent,no
37,blue-collar,single,high.school,no,yes,yes,telephone,may,wed,131,2,999,0,nonexistent,no
24,services,single,high.school,no,no,yes,telephone,may,fri,134,1,999,0,nonexistent,no
46,admin.,married,high.school,no,yes,no,cellular,may,fri,39,1,999,1,failure,no
40,unemployed,married,professional.course,no,yes,no,cellular,may,thu,609,1,999,0,nonexistent,no
31,admin.,single,high.school,no,yes,no,cellular,jul,thu,304,2,999,0,nonexistent,no
20,student,single,high.school,no,yes,no,cellular,may,wed,297,1,999,0,nonexistent,no
29,admin.,single,high.school,no,no,no,telephone,jun,wed,283,1,999,0,nonexistent,no
39,admin.,single,high.school,no,no,no,telephone,jul,thu,108,1,999,0,nonexistent,no
31,admin.,divorced,university.degree,no,no,no,telephone,may,mon,53,5,999,0,nonexistent,no
40,services,married,high.school,no,no,no,cellular,may,tue,74,8,999,1,failure,no
41,self-employed,married,high.school,no,unknown,unknown,telephone,jun,wed,143,1,999,0,nonexistent,no
44,services,married,high.school,no,no,no,cellular,nov,wed,635,3,999,1,failure,no
27,student,single,high.school,no,no,no,cellular,jul,thu,64,3,999,0,nonexistent,no
35,management,married,university.degree,no,no,no,cellular,nov,mon,146,1,999,0,nonexistent,no
41,management,married,university.degree,no,yes,no,cellular,nov,mon,49,1,999,0,nonexistent,no
27,admin.,single,university.degree,unknown,yes,no,cellular,jul,tue,282,1,999,0,nonexistent,no
55,technician,married,basic.9y,unknown,no,no,cellular,may,mon,180,1,999,0,nonexistent,no
58,admin.,single,university.degree,no,no,no,telephone,jun,thu,100,1,999,0,nonexistent,no
29,admin.,single,high.school,no,yes,no,cellular,jul,fri,130,2,999,0,nonexistent,no
31,services,married,high.school,no,no,no,telephone,may,wed,636,6,999,0,nonexistent,no
55,housemaid,divorced,unknown,unknown,no,no,cellular,jul,thu,139,5,999,0,nonexistent,no
31,blue-collar,single,professional.course,no,no,no,telephone,may,thu,99,3,999,0,nonexistent,no
31,blue-collar,single,high.school,no,yes,yes,telephone,jun,tue,440,1,999,0,nonexistent,no
26,services,single,university.degree,no,yes,no,cellular,may,thu,551,1,999,1,failure,no
38,admin.,married,university.degree,no,yes,no,cellular,aug,tue,748,2,999,0,nonexistent,no
38,blue-collar,divorced,basic.9y,no,no,no,cellular,jul,fri,128,2,999,0,nonexistent,no
35,technician,married,professional.course,no,no,no,telephone,may,wed,554,1,999,0,nonexistent,no
53,blue-collar,married,high.school,no,yes,yes,cellular,jul,mon,243,2,999,0,nonexistent,no
31,technician,married,university.degree,no,yes,no,cellular,may,mon,50,3,999,1,failure,no
57,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,wed,61,4,999,0,nonexistent,no
32,admin.,single,university.degree,no,yes,no,cellular,may,tue,706,3,999,0,nonexistent,no
40,blue-collar,single,unknown,unknown,yes,no,telephone,jun,fri,8,7,999,0,nonexistent,no
42,management,married,high.school,no,no,no,cellular,jul,thu,204,1,999,0,nonexistent,no
33,entrepreneur,married,basic.6y,no,yes,no,cellular,jul,fri,168,7,999,0,nonexistent,no
56,retired,married,university.degree,no,no,no,cellular,aug,tue,634,3,999,1,failure,yes
48,technician,married,university.degree,no,yes,no,cellular,aug,tue,247,1,999,0,nonexistent,no
30,housemaid,married,high.school,no,yes,no,telephone,may,wed,207,1,999,0,nonexistent,no
36,technician,married,university.degree,no,yes,yes,telephone,may,tue,232,4,999,0,nonexistent,no
29,admin.,married,high.school,no,no,no,cellular,nov,thu,523,2,999,0,nonexistent,no
40,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,140,5,999,0,nonexistent,no
33,housemaid,married,basic.9y,no,yes,no,cellular,aug,fri,147,1,999,0,nonexistent,no
38,blue-collar,married,basic.9y,no,yes,yes,cellular,nov,fri,186,2,999,0,nonexistent,no
41,admin.,married,university.degree,no,yes,yes,telephone,jun,thu,142,4,999,0,nonexistent,no
52,self-employed,married,basic.4y,unknown,yes,no,telephone,may,thu,228,1,999,0,nonexistent,no
33,self-employed,single,university.degree,no,yes,no,cellular,mar,mon,265,2,999,0,nonexistent,yes
76,retired,married,university.degree,no,no,no,cellular,aug,thu,126,1,999,1,failure,no
24,technician,married,professional.course,no,yes,no,cellular,may,thu,99,4,999,0,nonexistent,no
31,admin.,married,university.degree,no,no,no,cellular,jul,fri,106,1,999,0,nonexistent,no
37,entrepreneur,divorced,high.school,no,no,no,cellular,nov,wed,298,2,999,0,nonexistent,no
43,admin.,single,university.degree,no,yes,no,cellular,aug,tue,837,2,999,0,nonexistent,yes
37,management,divorced,university.degree,no,yes,no,cellular,nov,thu,256,4,999,0,nonexistent,no
34,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,192,3,999,0,nonexistent,no
37,management,married,university.degree,no,yes,no,cellular,aug,tue,263,2,999,0,nonexistent,no
44,self-employed,divorced,professional.course,no,no,no,cellular,nov,fri,37,2,999,0,nonexistent,no
27,blue-collar,married,basic.4y,no,yes,no,cellular,jul,tue,66,1,999,0,nonexistent,no
33,technician,married,professional.course,no,yes,no,cellular,nov,thu,51,7,999,0,nonexistent,no
41,admin.,married,high.school,no,no,no,telephone,may,wed,254,2,999,0,nonexistent,no
37,unemployed,single,basic.9y,no,yes,no,telephone,jun,mon,144,1,999,0,nonexistent,no
26,admin.,single,high.school,no,yes,no,telephone,may,thu,918,1,999,0,nonexistent,no
39,admin.,divorced,high.school,no,no,yes,cellular,may,fri,301,1,999,1,failure,no
27,technician,single,university.degree,no,no,no,cellular,oct,wed,223,2,999,0,nonexistent,no
51,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,159,1,999,0,nonexistent,no
28,management,married,university.degree,no,yes,no,telephone,jun,wed,695,1,999,0,nonexistent,yes
35,admin.,married,high.school,unknown,yes,no,cellular,jul,fri,794,1,999,0,nonexistent,yes
33,admin.,single,high.school,no,yes,no,cellular,jul,fri,516,1,999,0,nonexistent,yes
51,services,divorced,high.school,unknown,no,no,cellular,may,tue,398,2,999,1,failure,no
35,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,fri,90,1,999,0,nonexistent,no
33,services,single,basic.6y,unknown,yes,no,telephone,may,wed,101,2,999,0,nonexistent,no
31,technician,single,university.degree,no,yes,no,cellular,aug,mon,144,1,999,0,nonexistent,no
56,retired,married,basic.4y,no,no,no,cellular,nov,tue,130,3,999,0,nonexistent,no
82,retired,divorced,basic.4y,no,yes,yes,cellular,apr,mon,125,2,999,0,nonexistent,yes
55,admin.,married,high.school,no,yes,no,telephone,jun,fri,7,3,999,0,nonexistent,no
49,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,thu,109,1,999,0,nonexistent,no
34,technician,single,professional.course,no,yes,no,cellular,may,thu,277,2,999,0,nonexistent,no
31,admin.,married,high.school,no,yes,no,cellular,apr,fri,139,2,999,0,nonexistent,no
34,admin.,married,university.degree,no,no,no,cellular,may,wed,138,2,999,0,nonexistent,no
43,blue-collar,married,basic.9y,no,no,yes,telephone,may,wed,335,1,999,0,nonexistent,no
47,technician,married,professional.course,no,no,no,cellular,jul,mon,149,1,999,0,nonexistent,no
33,admin.,married,high.school,no,yes,no,cellular,may,fri,148,1,999,0,nonexistent,no
34,technician,married,professional.course,no,no,no,cellular,mar,mon,83,13,999,0,nonexistent,no
57,blue-collar,married,unknown,no,no,no,cellular,jul,tue,137,4,999,0,nonexistent,no
32,housemaid,married,high.school,no,no,no,telephone,jun,thu,372,1,999,0,nonexistent,no
49,technician,divorced,professional.course,no,yes,no,cellular,mar,tue,236,4,3,1,success,yes
36,admin.,married,university.degree,no,yes,no,cellular,nov,wed,40,2,999,1,failure,no
31,management,single,university.degree,unknown,no,yes,telephone,jun,thu,690,2,999,0,nonexistent,no
27,services,married,basic.9y,no,yes,yes,cellular,may,mon,304,1,999,1,failure,no
26,blue-collar,single,basic.9y,no,yes,no,cellular,jul,mon,369,1,999,0,nonexistent,no
26,student,single,high.school,no,yes,no,cellular,may,wed,223,3,999,1,failure,yes
50,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,tue,307,2,999,0,nonexistent,no
40,technician,single,university.degree,unknown,no,yes,telephone,may,thu,385,2,999,0,nonexistent,no
48,blue-collar,married,basic.6y,unknown,no,yes,cellular,may,wed,152,4,999,1,failure,no
54,admin.,divorced,university.degree,no,no,no,telephone,jun,tue,213,4,999,0,nonexistent,no
44,blue-collar,divorced,basic.4y,no,no,no,cellular,may,wed,154,2,999,0,nonexistent,no
55,management,married,university.degree,no,yes,no,cellular,nov,tue,283,1,999,0,nonexistent,no
49,admin.,divorced,university.degree,no,no,no,telephone,jun,thu,487,1,999,0,nonexistent,no
33,technician,married,university.degree,no,yes,no,cellular,jul,thu,90,5,999,0,nonexistent,no
32,technician,married,professional.course,no,no,no,cellular,may,wed,65,2,999,0,nonexistent,no
36,blue-collar,married,high.school,no,no,yes,telephone,may,tue,100,1,999,0,nonexistent,no
40,technician,married,professional.course,no,no,no,cellular,nov,tue,348,1,999,0,nonexistent,no
35,admin.,married,university.degree,no,yes,no,telephone,may,tue,343,1,999,0,nonexistent,no
19,student,single,basic.9y,no,yes,no,cellular,sep,wed,207,2,999,1,failure,no
39,admin.,divorced,university.degree,no,no,yes,cellular,jul,mon,375,3,999,0,nonexistent,yes
35,technician,married,professional.course,no,no,no,cellular,apr,thu,337,2,5,1,success,yes
30,services,single,high.school,unknown,yes,no,telephone,apr,fri,40,1,999,0,nonexistent,no
32,admin.,single,university.degree,no,no,no,cellular,nov,wed,1307,3,999,1,failure,no
43,housemaid,married,basic.4y,no,yes,no,cellular,jul,wed,97,1,999,0,nonexistent,no
37,blue-collar,single,unknown,unknown,no,no,telephone,may,wed,293,1,999,0,nonexistent,no
49,admin.,married,high.school,no,no,no,cellular,may,tue,97,3,999,1,failure,no
46,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,mon,184,2,999,0,nonexistent,no
35,self-employed,married,university.degree,no,no,no,cellular,jul,thu,109,3,999,0,nonexistent,no
40,blue-collar,married,basic.4y,unknown,no,no,cellular,nov,thu,22,5,999,0,nonexistent,no
34,unemployed,married,unknown,no,yes,no,telephone,may,fri,54,3,999,0,nonexistent,no
21,admin.,single,high.school,no,yes,no,cellular,jun,wed,180,1,999,0,nonexistent,no
82,retired,married,university.degree,no,yes,yes,cellular,oct,tue,63,1,999,1,failure,no
24,management,married,university.degree,no,yes,no,telephone,may,thu,921,4,999,0,nonexistent,no
48,services,married,high.school,no,no,no,cellular,aug,thu,163,1,999,0,nonexistent,no
41,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,202,6,999,0,nonexistent,no
33,management,married,university.degree,unknown,yes,no,telephone,may,tue,346,3,999,0,nonexistent,no
40,blue-collar,single,unknown,no,no,yes,telephone,jun,fri,274,2,999,0,nonexistent,no
36,admin.,married,professional.course,no,yes,no,cellular,nov,tue,201,2,999,0,nonexistent,no
59,self-employed,married,professional.course,no,unknown,unknown,cellular,apr,mon,69,3,999,0,nonexistent,no
30,admin.,divorced,basic.6y,no,no,no,cellular,jul,wed,144,10,999,0,nonexistent,no
38,admin.,married,university.degree,no,yes,no,cellular,aug,tue,74,1,999,0,nonexistent,no
33,admin.,married,university.degree,no,unknown,unknown,cellular,aug,fri,227,1,999,0,nonexistent,no
32,technician,single,university.degree,no,no,yes,cellular,aug,tue,1092,4,999,0,nonexistent,yes
51,blue-collar,married,basic.4y,no,yes,no,cellular,jul,tue,279,3,999,0,nonexistent,no
34,admin.,married,university.degree,no,no,no,cellular,jul,tue,283,1,999,0,nonexistent,no
49,admin.,divorced,university.degree,no,yes,no,telephone,jun,fri,606,1,999,0,nonexistent,no
30,admin.,married,university.degree,no,no,no,cellular,apr,thu,104,6,999,0,nonexistent,no
34,admin.,single,university.degree,no,no,no,cellular,mar,tue,325,2,999,0,nonexistent,yes
54,management,married,university.degree,no,no,no,cellular,nov,tue,53,1,999,1,failure,no
46,services,married,basic.9y,no,yes,no,cellular,jul,thu,40,9,999,0,nonexistent,no
24,services,married,high.school,no,no,no,telephone,jul,thu,139,1,999,0,nonexistent,no
29,management,divorced,basic.9y,no,yes,yes,cellular,may,wed,117,2,999,0,nonexistent,no
59,retired,married,basic.4y,unknown,no,no,telephone,may,wed,81,2,999,0,nonexistent,no
31,services,married,high.school,no,no,no,cellular,nov,thu,62,2,999,0,nonexistent,no
36,technician,single,professional.course,no,no,no,cellular,jul,thu,54,4,999,0,nonexistent,no
35,admin.,single,high.school,unknown,yes,no,telephone,jun,wed,93,3,999,0,nonexistent,no
37,technician,married,professional.course,no,yes,no,cellular,nov,tue,400,1,999,0,nonexistent,no
32,technician,single,university.degree,no,yes,yes,telephone,jul,wed,16,43,999,0,nonexistent,no
30,admin.,married,university.degree,no,no,no,cellular,jul,fri,483,1,999,0,nonexistent,no
33,entrepreneur,single,university.degree,no,no,no,cellular,may,mon,637,4,999,1,failure,yes
35,services,divorced,university.degree,no,yes,no,cellular,jul,tue,722,2,999,0,nonexistent,yes
39,blue-collar,married,basic.6y,no,no,no,telephone,may,tue,198,1,999,0,nonexistent,no
46,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,mon,240,1,999,0,nonexistent,no
46,admin.,married,basic.6y,no,no,no,cellular,apr,thu,278,1,999,0,nonexistent,yes
40,blue-collar,married,high.school,no,yes,no,cellular,aug,mon,158,1,4,1,success,no
33,technician,single,university.degree,no,no,no,cellular,aug,mon,198,4,999,0,nonexistent,no
26,technician,married,high.school,no,yes,no,telephone,may,fri,305,2,999,0,nonexistent,no
35,admin.,single,high.school,no,yes,no,cellular,aug,fri,105,1,999,0,nonexistent,no
48,admin.,single,university.degree,no,yes,no,cellular,apr,fri,237,1,999,0,nonexistent,no
52,admin.,divorced,university.degree,no,no,no,telephone,jun,tue,245,1,999,0,nonexistent,no
36,admin.,married,university.degree,unknown,no,no,cellular,aug,thu,90,1,999,0,nonexistent,no
48,blue-collar,married,basic.6y,no,yes,no,cellular,jul,wed,79,1,999,0,nonexistent,no
63,retired,married,basic.4y,no,yes,no,cellular,nov,fri,413,1,3,2,success,yes
49,admin.,divorced,university.degree,no,no,no,cellular,jul,thu,105,1,999,0,nonexistent,no
40,services,divorced,high.school,no,yes,no,cellular,apr,wed,201,1,999,0,nonexistent,no
53,self-employed,married,university.degree,no,no,no,telephone,may,fri,371,2,999,0,nonexistent,no
36,self-employed,married,basic.9y,no,yes,yes,cellular,nov,thu,151,3,999,0,nonexistent,no
